Organisationsname,Straße,Postleitzahl,Stadt,Bildungsbereich,Tag(s),Schultyp,Bundesland,Land,Änderungsdatum
Bergstadt-Gymnasium Lüdenscheid,Saarlandstr. 5,58511,Lüdenscheid,,"02 Erst-Bewerbung Digitale Schule 2020,02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka,03 Vorbewertungen beide (MS und DS) erfolgt 2020",Gymnasium,NW,Deutschland,2020-05-20 15:12:08
Gymnasium Korschenbroich,Don-Bosco-Str. 2-4,41352,Korschenbroich,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-20 22:02:57
Sekundarschule Warburg mit Teilstandort Borgentreich Warburg,Stiepenweg 5,34414,Warburg,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Sekundarschule,NW,Deutschland,2020-08-06 13:31:24
Grundschule Hohenhausen,Hohle Str. 5,32689,Kalletal,Primarbereich,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,NW,Deutschland,2020-05-25 13:47:02
Gymnasium Maria Königin Lennestadt,Olper Straße 46-48,57368,Lennestadt,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-08-06 13:16:24
Gymnasium Herkenrath,St. Antonius Straße 17,51429,Bergisch Gladbach,,"02 Erst-Bewerbung Digitale Schule 2020,02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka,03 Vorbewertungen beide (MS und DS) erfolgt 2020",Gymnasium,NW,Deutschland,2020-06-10 10:18:12
Gymnasium Borbeck Essen,Prinzenstr. 46,45355,Essen,,"Ehrung_2016,Erstbewerber MINT 2016,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-27 14:18:00
St.-Bernhard-Gymnasium Willich,Albert-Oetker-Straße 98-100,47877,Willich,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-07-30 13:31:43
Stadtgymnasium Detmold,Martin-Luther-Straße 4,32756,Detmold,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-28 17:14:15
Alexander-Zeiß-Grundschule Schwalenberg,Brinkfeldweg 2,32816,Schieder-Schwalenberg,Primarbereich,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,NW,Deutschland,2020-05-28 19:26:55
"Görres-Gymnasium, Düsseldorf",Königsallee 57,40212,Düsseldorf,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-29 08:55:46
Städtische Gesamtschule Oelde,Bultstraße 20,59302,Oelde,,"02 Erst-Bewerbung Digitale Schule 2020,02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka,03 Vorbewertungen beide (MS und DS) erfolgt 2020",Gesamtschule,NW,Deutschland,2020-05-29 09:11:13
"Grundschule  ""Am Wenigerbach"" Seelscheid-Neunkirchen","Breite Straße, 26",53819,Neunkirchen-Seelscheid,Primarbereich,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Primarstufe,NW,Deutschland,2020-08-06 12:30:00
Gymnasium Canisianum Lüdinghausen,"Disselhook, 6",59348,Lüdinghausen,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-06-03 16:26:36
König-Wilhelm-Gymnasium Höxter,Im Flor 11,37671,Höxter,,"02 Erst-Bewerbung Digitale Schule 2020,02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka,03 Vorbewertungen beide (MS und DS) erfolgt 2020",Gymnasium,NW,Deutschland,2020-06-15 14:57:50
Janusz Korczak-Gesamtschule Gütersloh,Schledebrückstr. 170,33334,Gütersloh,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gesamtschule,NW,Deutschland,2020-07-30 13:51:35
Gesamtschule Brünninghausen Dortmund,Klüsenerskamp 15,44225,Dortmund,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gesamtschule,NW,Deutschland,2020-05-29 16:01:46
Friedrich-Spee-Gymnasium Rüthen,Lippstädter Str. 8,59602,Rüthen,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-29 22:19:50
Söderblom-Gymnasium Espelkamp,Kantstr. 33,32339,Espelkamp,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-08-03 22:14:50
Fritz-Bauer-Gesamtschule Sankt Augustin,"Siegstraße, 123",53757,Sankt Augustin,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gesamtschule,NW,Deutschland,2020-08-03 22:12:08
Ghs Niederpleis,Alte Marktstraße 7,53757,Sankt Augustin,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Hauptschule,NW,Deutschland,2020-05-30 18:42:51
Grundschule Kreuzweg Solingen,Lehner Str. 11,42655,Solingen,Primarbereich,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,NW,Deutschland,2020-08-03 22:00:44
Alexander von Humboldt Schule Rheine,Hassenbrockweg 40,48432,Rheine,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Sekundarschule,NW,Deutschland,2020-05-31 13:19:32
Georg-Müller-Schule Wetter,Genossenschaftsweg 1b,58300,Wetter,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gesamtschule,NW,Deutschland,2020-05-31 15:54:08
Integrative Gesamtschule Oberpleis,Dollendorfer Straße 64,53639,Königswinter,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gesamtschule,NW,Deutschland,2020-06-01 00:08:40
Clara-Schumann-Gymnasium Dülken,Brandenburger Str. 1,41751,Viersen,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-06-14 23:46:31
Max-Born-Berufskolleg Recklinghausen,Campus Vest 3,45665,Recklinghausen,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Berufskolleg,NW,Deutschland,2020-06-15 20:46:15
Theodor-Heuss-Gymnasium Ludwigshafen,Freiastraße 10,67059,Ludwigshafen,,"Ehrung_2014,Bewerbung MINT 2014,Metropolregion Rhein-Neckar MINT-Region,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka,Schule ist in einer MINT-Region aktiv",Gymnasium,RP,Deutschland,2020-05-25 12:35:40
Wilhelm-Erb-Gymnasium Winnweiler,Gymnasiumstraße 15,67722,Winnweiler,,"Ehrung_2012,Ehrung_2015,Bewerbung MINT 2012,Bewerbung MINT 2015,Metropolregion Rhein-Neckar MINT-Region,Ehrung_2017,Erneute Bewerbung MINT 2017,Erneute Bewerbung MINT 2019,07 ReZi HF,Ehrung_2019,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,RP,Deutschland,2019-08-05 23:02:21
Balthasar-Neumann-Technikum Trier,Paulinstraße 105,54292,Trier,,"Ehrung_2012,Ehrung_2015,Bewerbung MINT 2012,Bewerbung MINT 2015,Digitale Schule Ehrung 2017,Bewerbung Digitale Schule 2017,Smart School 2018,Erneute Bewerbung MINT 2018,Ehrung_2018,02 Erneute Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",Berufsschule,RP,Deutschland,2020-05-23 14:37:21
Eleonoren-Gymnasium Worms,Karlsplatz 3,67549,Worms,,"Ehrung_2012,Ehrung_2015,Bewerbung MINT 2012,Bewerbung MINT 2015,Metropolregion Rhein-Neckar MINT-Region,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,RP,Deutschland,2020-06-13 14:19:41
Wilhelm-Remy-Gymnasium Bendorf,Mühlenstraße 35,56170,Bendorf,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,RP,Deutschland,2020-04-30 13:11:29
Maria-Ward Schule Landau,Cornichonstraße 1,76829,Landau,,"Ehrung_2014,Bewerbung MINT 2014,Metropolregion Rhein-Neckar MINT-Region,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020",RS und Gy,RP,Deutschland,2020-03-30 14:39:45
Hugo-Ball-Gymnasium Pirmasens,Lemberger Straße 89,66955,Pirmasens,,"Ehrung_2014,Bewerbung MINT 2014,Metropolregion Rhein-Neckar MINT-Region,Ehrung_2017,Erneute Bewerbung MINT 2017,Wissensfabrik Partnerschulen 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,RP,Deutschland,2020-06-29 16:55:12
Gymnasium Edenkoben,Weinstraße 134,67480,Edenkoben,,"Ehrung_2014,Bewerbung MINT 2014,Metropolregion Rhein-Neckar MINT-Region,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,RP,Deutschland,2020-05-29 10:55:00
Friedrich-Magnus-Schwerd Gymnasium Speyer,Vincentiusstr. 5,67346,Speyer,,"Ehrung_2014,Bewerbung MINT 2014,Metropolregion Rhein-Neckar MINT-Region,Ehrung_2017,Erneute Bewerbung MINT 2017,Bewerbung Digitale Schule 2018,Digitale Schule Ehrung 2018,Wissensfabrik Partnerschulen 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnaisum,RP,Deutschland,2020-05-31 21:09:12
Integrierte Gesamtschule Hamm/Sieg Friedrich Wilhelm Raiffeisen,Martin-Luther-Straße 2 ,57577,Hamm/Sieg,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Integrierte Gesamtschule,RP,Deutschland,2020-07-30 16:28:46
Carl Benz Schule Koblenz,Beatusstraße 143 - 147,56073,Koblenz,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Smart School 2018,Bewerbung Digitale Schule 2018,Digitale Schule Ehrung 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Berufsbildende Schule,RP,Deutschland,2020-03-23 13:07:44
Karolinen-Gymnasium Frankenthal,Röntgenplatz 5,67227,Frankenthal,,"Ehrung_2014,Bewerbung MINT 2014,Metropolregion Rhein-Neckar MINT-Region,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,RP,Deutschland,2020-05-29 21:09:52
Bettina von Arnim Integrierte Gesamtschule Otterberg,Schulstraße 2,67697,Otterberg,,"Ehrung_2014,Bewerbung MINT 2014,Metropolregion Rhein-Neckar MINT-Region,Ehrung_2017,Erneute Bewerbung MINT 2017,Bewerbung Digitale Schule 2019,Vorbewertung 2019 erfolgt,Digitale Schule Ehrung 2019,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Integrierte Gesamtschule,RP,Deutschland,2020-05-18 08:24:22
Gauß-Gymnasium Worms,Von-Steuben-Straße 31,67549,Worms,,"Ehrung_2014,Ehrung_2015,Bewerbung MINT 2015,Metropolregion Rhein-Neckar MINT-Region,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,RP,Deutschland,2018-08-02 09:03:28
Realschule plus und Fachoberschule Konz,Hermann Reinholz Str. 2,54329,Konz,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Bewerbung Digitale Schule 2018,Digitale Schule Ehrung 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Realschule plus und FOS ,RP,Deutschland,2020-06-02 11:43:46
Helmholtz-Gymnasium Zweibrücken,Bleicherstr.3,66482,Zweibrücken,,"Ehrung_2014,Bewerbung MINT 2014,Metropolregion Rhein-Neckar MINT-Region,Ehrung_2017,Erneute Bewerbung MINT 2017,Bewerbung Digitale Schule 2018,Digitale Schule Ehrung 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,RP,Deutschland,2020-05-28 20:08:47
Grundschule Pestalozzi Zweibrücken,Himmelsbergstr. 27,66482,Zweibrücken,Primarbereich,"Ehrung_2015,Bewerbung MINT 2015,Metropolregion Rhein-Neckar MINT-Region,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,RP,Deutschland,2017-09-01 09:15:23
Berufsbildende Schule Pirmasens,Adlerstraße 31,66955,Pirmasens,,"Ehrung_2014,Bewerbung MINT 2014,Metropolregion Rhein-Neckar MINT-Region,Ehrung_2017,Erneute Bewerbung MINT 2017,Bewerbung Digitale Schule 2019,Vorbewertung 2019 erfolgt,keine Digital Ehrung 2019,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Berufsbildende Schule,RP,Deutschland,2019-05-30 19:45:50
Peter-Wust-Gymnasium Wittlich,Koblenzer Straße 56,54516,Wittlich,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,RP,Deutschland,2020-05-31 19:53:06
IGS Betzdorf-Kirchen/Geschwister Scholl,Kirchener Strasse 64,57518,Betzdorf,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Digitale Schule Ehrung 2017,Bewerbung Digitale Schule 2017,Erneute Bewerbung MINT 2019,Vorbewertung 2019 erfolgt,07 ReZi HF,Ehrung_2019,02 Erst-Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",Integrierte Gesamtschule,RP,Deutschland,2020-07-30 12:03:54
Berufsbildende Schule Rodalben,Gabelsberger Straße 6,66976,Rodalben,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Berufsbildende Schule,RP,Deutschland,2020-05-28 09:39:45
St.-Katharina-Realschule Landstuhl,"Luitpoldstr., 28",66849,Landstuhl,,"Ehrung_2015,Bewerbung MINT 2015,Metropolregion Rhein-Neckar MINT-Region,Ehrung_2017,Erneute Bewerbung MINT 2017,Bewerbung Digitale Schule 2018,Bewerbung Digitale Schule 2019,keine Digital Ehrung 2019,02 Erst-Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",Realschule (kirchlicher Träger),RP,Deutschland,2020-05-31 22:29:59
IGS Gerhard Ertl Sprendlingen,Am Weiher 1,55576,Sprendlingen,,"Bewerbung Digitale Schule 2019,Vorbewertung 2019 erfolgt,Digitale Schule Ehrung 2019,02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Integrierte Gesamtschule,RP,Deutschland,2019-08-05 13:05:03
Fritz-Straßmann-Schule Realschule plus Boppard,Auf der Zeil 20,56154,Boppard,,"Ehrung_2017,Erstbewerber MINT 2017,Bewerbung Digitale Schule 2018,Digitale Schule Ehrung 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Realschule plus,RP,Deutschland,2020-05-27 14:06:45
Karl-Hufnagel-Schule Harthausen,Schulstr. 1,67376,Harthausen,Primarbereich,"Ehrung_2014,Bewerbung MINT 2014,Metropolregion Rhein-Neckar MINT-Region,Ehrung_2017,Erneute Bewerbung MINT 2017,Wissensfabrik Partnerschulen 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,RP,Deutschland,2020-04-14 14:26:02
Stöffelmaus-Schule Stockum-Püschen,Zum Heckelchen 5,56459,Stockum-Püschen,Primarbereich,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschhule,RP,Deutschland,2020-07-15 14:43:38
Freie Montessorischule Sonnenschein Mendig,Bahnstr. 27,56072,Mendig,Primarbereich,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,RP,Deutschland,2020-08-06 06:56:23
Lenneberg Grund- und Realschule plus Budenheim/Mainz-Mombach,Mühlstr. 28,55257,Budenheim,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Realschule plus,RP,Deutschland,2020-05-27 16:24:38
Wiedtal-Gymnasium Neustadt (Wied),Friedenstraße 9,53577,Neustadt (Wied),,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,RP,Deutschland,2020-08-06 14:45:01
Gymnasium Elmschenhagen Kiel,Allgäuer Straße 30,24146,Kiel,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,SH,Deutschland,2020-06-15 18:37:53
Gymnasium Altenholz,Danziger Str. 18a,24161,Altenholz-Stift,,"Ehrung_2017,Erstbewerber MINT 2017,Bewerbung Digitale Schule 2019,Vorbewertung 2019 erfolgt,Digitale Schule Ehrung 2019,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,SH,Deutschland,2020-01-03 13:27:22
Theodor-Litt-Schule Neumünster,Parkstraße 12-18,24534,Neumünster,,"Ehrung_2017,Erstbewerber MINT 2017,Bewerbung Digitale Schule 2018,Digitale Schule Ehrung 2018,Smart school 2019,02 Erneute Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",Berufsbildende Schule,SH,Deutschland,2020-05-25 13:09:26
Grundschule an den Eichen Kronshagen,Eichkoppelweg 26,24119,Kronshagen,Primarbereich,"Ehrung_2017,Erstbewerber MINT 2017,02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,SH,Deutschland,2020-05-06 13:59:49
Gemeinschaftsschule Lauenburgische Seen in Ratzeburg,Heinrich-Scheele Straße 1,23909,Ratzeburg,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Wissensfabrik Partnerschulen 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gemeinschaftsschule,SH,Deutschland,2020-05-07 15:46:11
Gymnasium Wendalinum St. Wendel,Schorlemerstraße 28,66606,St. Wendel,,"Ehrung_2014,MINT-EC,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Digitale Schule Ehrung 2017,Bewerbung Digitale Schule 2017,Smart School 2018,02 Erneute Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,SL,Deutschland,2020-06-22 15:40:34
Saarpfalz-Gymnasium Homburg,Untere Allee 75,66424,Homburg,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Wissensfabrik Partnerschulen 2018,Bewerbung Digitale Schule 2019,Vorbewertung 2019 erfolgt,Digitale Schule Ehrung 2019,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,SL,Deutschland,2020-06-15 22:06:20
Warndt-Gymnasium Völklingen,Am Warndtgymnasium 1,66333,Völklingen,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Unesco Projektschule,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,SL,Deutschland,2020-07-24 17:26:54
Gymnasium am Rotenbühl Saarbrücken,Neugrabenweg 66-90,66123,Saarbrücken,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,SL,Deutschland,2020-05-28 15:47:52
Geschwister-Scholl-Gymnasium Lebach,Straße der Weißen Rose 1,66822,Lebach,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,SL,Deutschland,2020-05-29 21:24:59
Willi Graf Schule - BBZ St. Ingbert,Johann-Josef-Heinrich-Str. 2,88386,St. Ingbert,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Berufliche Schule,SL,Deutschland,2020-05-12 07:40:31
Gemeinschaftsschule Kleinblittersdorf,Wintringerstr.78,66271,Kleinblittersdorf,,"Ehrung_2016,Erstbewerber MINT 2016,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gemeinschaftsschule,SL,Deutschland,2020-08-06 15:30:04
Leibniz-Gymnasium St. Ingbert,Koelle-Karmann-Straße 33,66386,St. Ingbert,,"Erstbewerber MINT 2016,Ehrung_2017,Erstbewerber MINT 2017,Unesco Projektschule,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,SL,Deutschland,2020-04-29 13:33:19
Marie-Luise-Kaschnitz-Gymnasium Völklingen,Lortzingstraße 2,66333,Völklingen,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,SL,Deutschland,2020-04-25 23:03:34
Gemeinschaftsschule Eichenlaubschule Weiskirchen,Am Marktplatz 1,66709,Weiskirchen,,"Bewerbung Digitale Schule 2019,Vorbewertung 2019 erfolgt,Digitale Schule Ehrung 2019,02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gemeinschaftsschule,SL,Deutschland,2020-05-06 14:02:33
Oberschule Dresden-Pieschen,Robert-Matzke-Straße 14,1127,Dresden,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Bewerbung Digitale Schule 2018,Digitale Schule Ehrung 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Oberschule,SN,Deutschland,2020-05-19 11:47:55
